Search:,Year,Semester
ENGL 1A (Section 98),46691,Fully Online,First Year Writing,GE: A2,3.0,LEC,F,09:30AM-12:15PM,Daniel Hendel De La O,ONLINE,08/21/24-12/09/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
ENGL 1A (Section 99),47001,Fully Online,First Year Writing,GE: A2,3.0,LEC,MW,07:30AM-08:45AM,Daniel Hendel De La O,ONLINE,08/21/24-12/09/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
ENGL 1A (Section AA),48065,Fully Online,First Year Writing,GE: A2,3.0,LEC,MW,09:00AM-10:15AM,Daniel Hendel De La O,ONLINE,08/21/24-12/09/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
ENGL 1A (Section AB),48066,Fully Online,First Year Writing,GE: A2,3.0,LEC,TR,07:30AM-08:45AM,Daniel Hendel De La O,ONLINE,08/21/24-12/09/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
ENGL 1A (Section AC),48859,In Person,First Year Writing,GE: A2,3.0,LEC,MW,01:30PM-02:45PM,Michael Ford,HGH124,08/21/24-12/09/24,0,2024,Fall
ENGL 1A (Section AD),50496,Fully Online,First Year Writing,GE: A2,3.0,LEC,TBA,TBA,Johnny Damm,ONLINE,08/21/24-12/09/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
ENGL 1A (Section AE),50701,In Person,First Year Writing,GE: A2,3.0,LEC,TR,01:30PM-02:45PM,Anne Cheilek,CL303A,08/21/24-12/09/24,0,2024,Fall
ENGL 1AF (Section 01),41382,In Person,First-Year Writing: Stretch English I,,3.0,LEC,TR,09:00AM-10:15AM,Ryan Smith,CL225A,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 02),41383,In Person,First-Year Writing: Stretch English I,,3.0,LEC,TR,10:30AM-11:45AM,Kristin Fitzpatrick Ezell,CL316,08/21/24-12/09/24,1,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 03),41384,In Person,First-Year Writing: Stretch English I,,3.0,LEC,TR,10:30AM-11:45AM,Yuching Yang,CL225A,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 04),43868,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,10:30AM-11:45AM,Jill Logan,CL225A,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 05),43869,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,10:30AM-11:45AM,Alesya Petty,SH229,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 06),43870,In Person,First-Year Writing: Stretch English I,,3.0,LEC,TR,12:00PM-01:15PM,Kristin Fitzpatrick Ezell,SH229,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 07),41386,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,12:00PM-01:15PM,Jill Logan,CL225A,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 08),41387,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,12:00PM-01:15PM,Alayna Mills,SH229,08/21/24-12/09/24,2,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 09),41388,In Person,First-Year Writing: Stretch English I,,3.0,LEC,TR,12:00PM-01:15PM,Anne Walker,CL316,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 10),41520,In Person,First-Year Writing: Stretch English I,,3.0,LEC,TR,01:30PM-02:45PM,Yuching Yang,CL316,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 11),41525,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,01:30PM-02:45PM,Jill Logan,CL225A,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 12),42279,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,01:30PM-02:45PM,Alesya Petty,SH348,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 13),43871,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,01:30PM-02:45PM,Alayna Mills,SH229,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 14),44373,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,03:00PM-04:15PM,Chelsea Criez,CL225A,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 15),44374,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,03:00PM-04:15PM,Alayna Mills,SH229,08/21/24-12/09/24,0,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 16),44763,In Person,First-Year Writing: Stretch English I,,3.0,LEC,TR,03:00PM-04:15PM,Anne Walker,BBC124,08/21/24-12/09/24,1,IC - See course description for requirements.,2024,Fall
ENGL 1AF (Section 17),47960,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,04:30PM-05:45PM,Chelsea Criez,CL225A,08/21/24-12/09/24,1,2024,Fall
ENGL 1AF (Section 18),47962,In Person,First-Year Writing: Stretch English I,,3.0,LEC,TR,04:30PM-05:45PM,Anne Walker,BBC124,08/21/24-12/09/24,0,2024,Fall
ENGL 1AF (Section 20),50815,In Person,First-Year Writing: Stretch English I,,3.0,LEC,MW,06:00PM-07:15PM,Alayna Mills,CL216,08/21/24-12/09/24,1,2024,Fall
ENGL 1B (Section 01),41225,In Person,Argument and Analysis,GE: C2,3.0,LEC,MW,12:00PM-01:15PM,Avantika Rohatgi,CL316,08/21/24-12/09/24,0,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 02),41892,In Person,Argument and Analysis,GE: C2,3.0,LEC,MW,01:30PM-02:45PM,Avantika Rohatgi,CL316,08/21/24-12/09/24,1,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 03),43878,In Person,Argument and Analysis,GE: C2,3.0,LEC,MW,03:00PM-04:15PM,Avantika Rohatgi,CL316,08/21/24-12/09/24,5,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 04),41390,In Person,Argument and Analysis,GE: C2,3.0,LEC,TR,07:30AM-08:45AM,Peter O'Sullivan,BBC121,08/21/24-12/09/24,0,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 05),42092,In Person,Argument and Analysis,GE: C2,3.0,LEC,MW,07:30AM-08:45AM,Colton Saylor,BBC124,08/21/24-12/09/24,0,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 06),43290,In Person,Argument and Analysis,GE: C2,3.0,LEC,TR,09:00AM-10:15AM,Peter O'Sullivan,BBC121,08/21/24-12/09/24,1,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 07),44567,In Person,Argument and Analysis,GE: C2,3.0,LEC,MW,09:00AM-10:15AM,Colton Saylor,BBC124,08/21/24-12/09/24,0,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 08),44568,In Person,Argument and Analysis,GE: C2,3.0,LEC,F,09:30AM-12:15PM,Regina Arnold,BBC121,08/21/24-12/09/24,3,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 11),47983,In Person,Argument and Analysis,GE: C2,3.0,LEC,MW,01:30PM-02:45PM,Colton Saylor,BBC130,08/21/24-12/09/24,0,2024,Fall
ENGL 1B (Section 12),47984,In Person,Argument and Analysis,GE: C2,3.0,LEC,TR,03:00PM-04:15PM,Katherine D. Harris,BBC221,08/21/24-12/09/24,1,2024,Fall
ENGL 1B (Section 80),44745,Fully Online,Argument and Analysis,GE: C2,3.0,LEC,R,06:00PM-08:45PM,Zehlia Babaci-Wilhite,ONLINE,08/21/24-12/09/24,0,2024,Fall
PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 81),44753,Fully Online,Argument and Analysis,GE: C2,3.0,LEC,T,06:00PM-08:45PM,Zehlia Babaci-Wilhite,ONLINE,08/21/24-12/09/24,0,2024,Fall
PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 82),45218,Fully Online,Argument and Analysis,GE: C2,3.0,LEC,TBA,TBA,Amanda Smith,ONLINE,08/21/24-12/09/24,0,2024,Fall
PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 83),45219,Fully Online,Argument and Analysis,GE: C2,3.0,LEC,TBA,TBA,Richard Mcnabb,ONLINE,08/21/24-12/09/24,1,2024,Fall
PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 1B (Section 84),50193,Fully Online,Argument and Analysis,GE: C2,3.0,LEC,MW,10:30AM-11:45AM,Michael Edgerton,ONLINE,08/21/24-12/09/24,2,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
ENGL 2 (Section 01),41226,In Person,Critical Thinking and Writing,GE: A3,3.0,LEC,TR,07:30AM-08:45AM,Sherri Harvey,BBC128,08/21/24-12/09/24,1,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 2 (Section 02),41227,In Person,Critical Thinking and Writing,GE: A3,3.0,LEC,TR,09:00AM-10:15AM,Sherri Harvey,BBC128,08/21/24-12/09/24,1,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 2 (Section 03),41228,In Person,Critical Thinking and Writing,GE: A3,3.0,LEC,TR,09:00AM-10:15AM,Kristian O'Hare,BBC221,08/21/24-12/09/24,0,PN - Prereq - ENGL 001 A.,2024,Fall
ENGL 2 (Section 04),41229,In Person,Critical Thinking and Writing,GE: A3,3.0,LEC,MW,10:30AM-11:45AM,Johnny Damm,SH411,08/21/24-12/09/24,0,PN - Prereq - ENGL 001 A.,2024,Fall
